name,price,Socket,Clockspeed,Turbo Speed,Threads,Cores,Typical TDP,mt_score,st_score,class_Desktop,class_Laptop,class_Server,brand_Amd,brand_Intel
Core i5-8265UC ,,FCBGA1528 ,1.6,3.9,8,4,nan,5988,2200,0,1,0,0,1
Core i7-8550U ,,FC-BGA1356 ,1.8,4.0,8,4,15,5986,2094,0,1,0,0,1
Xeon E5-2609 v4 ,359.73,FCLGA2011-3 ,1.7,1.7,8,8,85,5974,1078,0,0,1,0,1
Core i5-7600T ,280.55,FCLGA1151 ,2.8,3.7,4,4,35,5961,2247,1,0,0,0,1
Core i7-4770T ,399.99,LGA1150 ,2.5,3.7,8,4,45,5957,2074,1,0,0,0,1
Core i7-3920XM ,1096.0,FCPGA988 ,2.9,3.8,8,4,55,5953,2039,0,1,0,0,1
Xeon E3-1275L v3 ,,LGA1150 ,2.7,3.9,8,4,45,5949,2065,0,0,1,0,1
Xeon D-1521 ,,FCBGA1667 ,2.4,2.7,8,4,45,5931,1693,0,0,1,0,1
Core i7-4800MQ ,194.1,rPGA946B ,2.7,3.7,8,4,47,5930,1977,0,1,0,0,1
Xeon E5-2650L ,209.95,LGA 2011 ,1.8,2.3,16,8,70,5929,1091,0,0,1,0,1
FX-8350 Eight-Core,228.53,AM3+ ,4.0,4.2,8,8,125,5925,1567,1,0,0,1,0
Core i5-5675C ,309.95,FCLGA1150 ,3.1,3.6,4,4,65,5910,2258,1,0,0,0,1
Ryzen 3 PRO 2300U,,FP5 ,2.0,3.4,4,4,15,5908,1843,0,1,0,1,0
Core i5-5675R ,,FCBGA1364 ,3.1,3.6,4,4,65,5906,2227,1,0,0,0,1
Core i7-5700EQ ,,FCBGA1364 ,2.6,3.4,8,4,47,5905,2124,0,1,0,0,1
Xeon E3-1225 v5 ,237.36,FCLGA1151 ,3.3,3.7,4,4,80,5903,2053,0,0,1,0,1
Core i7-3840QM ,399.0,rPGA988B ,2.8,3.8,8,4,45,5899,1918,0,1,0,0,1
Opteron 6378,99.99,G34 ,2.4,3.3,1,1,115,5889,1127,0,0,1,1,0
Xeon E3-1240L v5 ,278.0,FCLGA1151 ,2.1,3.2,8,4,25,5880,1893,0,0,1,0,1
Xeon E5-1620 ,320.0,LGA2011 ,3.6,3.8,8,4,130,5874,1770,0,0,1,0,1
Core i7-3820 ,299.99,LGA2011 ,3.6,3.8,8,4,130,5869,1778,1,0,0,0,1
Xeon X5650 ,108.02,LGA1366 ,2.7,3.1,12,6,95,5858,1303,0,0,1,0,1
Xeon E5-1410 v2 ,19.2,LGA 1356 ,2.8,3.2,8,4,80,5842,1689,0,0,1,0,1
Ryzen 3 3300U,,FP5 ,2.1,3.5,4,4,15,5841,1874,0,1,0,1,0
Core i3-8300T ,153.35,FCLGA1151-2 ,3.2,3.2,4,4,25,5827,2005,1,0,0,0,1
Core i7-3940XM ,609.95,rPGA988B ,3.0,3.9,8,4,55,5797,1932,0,1,0,0,1
Core i7-4710MQ ,271.57,FCPGA946 ,2.5,3.5,8,4,47,5796,1900,0,1,0,0,1
Ryzen 3 PRO 3300U,,FP5 ,2.1,3.5,4,4,15,5788,2068,0,1,0,1,0
Opteron 4274 HE,39.99,C32 ,2.5,2.8,8,8,65,5776,1060,0,0,1,1,0
Xeon E5-2440 ,741.0,LGA 1356 ,2.4,2.7,12,6,95,5766,1299,0,0,1,0,1
Xeon E5-2430 ,291.38,LGA 1356 ,2.2,2.7,12,6,95,5750,1215,0,0,1,0,1
Xeon E3-1205 v6 ,193.0,FCLGA1151 ,3.0,3.0,4,4,65,5682,1875,0,0,1,0,1
Core i5-6500 ,190.46,LGA 1151 ,3.2,3.6,4,4,65,5666,2125,1,0,0,0,1
Core i7-3720QM ,363.0,BGA1224 ,2.6,3.6,8,4,45,5660,1850,0,1,0,0,1
Core i5-7440HQ ,,BGA1440 ,2.8,3.8,4,4,45,5659,2044,0,1,0,0,1
Xeon D-1559 ,,FCBGA1667 ,1.5,2.1,24,12,45,5647,569,0,0,1,0,1
Core i7-4720HQ ,,BGA1364 ,2.6,3.6,8,4,47,5642,1838,0,1,0,0,1
Core i7-3740QM ,218.02,rPGA988B ,2.7,3.7,8,4,45,5636,1851,0,1,0,0,1
Opteron 6238,349.89,Socket G34 ,2.6,3.2,1,1,115,5625,1157,0,0,1,1,0
Core i5-4690 ,172.5,LGA1150 ,3.5,3.9,4,4,84,5623,2203,1,0,0,0,1
Core i7-4722HQ ,,FCBGA1364 ,2.4,3.4,8,4,37,5620,1844,0,1,0,0,1
Core i7-3820QM ,275.0,BGA1224 ,2.7,3.7,8,4,45,5609,1915,0,1,0,0,1
Core i5-6600T ,289.95,LGA 1151 ,2.7,3.5,4,4,35,5608,2123,1,0,0,0,1
Core i3-9100T ,122.0,FCLGA1151-2 ,3.1,3.7,4,4,35,5587,2194,1,0,0,0,1
Core i5-4690K ,220.98,LGA1150 ,3.5,3.9,4,4,88,5587,2193,1,0,0,0,1
Xeon W-2102 ,286.99,FCLGA2066 ,2.9,2.9,4,4,120,5574,1788,0,0,1,0,1
Opteron 6376,298.89,Socket G34 ,2.3,3.2,1,1,115,5572,1165,0,0,1,1,0
Xeon E5-2643 ,2728.0,LGA2011 ,3.3,3.5,8,4,130,5557,1671,0,0,1,0,1
Core i5-6402P ,189.99,LGA 1151 ,2.8,3.4,4,4,65,5554,2060,1,0,0,0,1
Core i5-5575R ,,LGA1150 ,2.8,3.3,4,4,65,5550,2052,1,0,0,0,1
Core i7-2700K ,223.0,LGA1155 ,3.5,3.9,8,4,95,5538,1781,1,0,0,0,1
Xeon E5-2450L ,39.99,LGA 1356 ,1.8,2.3,16,8,70,5538,971,0,0,1,0,1
Core i7-10510Y ,403.0,UTFCBGA1377 ,1.2,4.5,8,4,7,5523,2102,0,1,0,0,1
Core i7-3770T ,329.99,LGA1155 ,2.5,3.7,8,4,45,5511,1954,1,0,0,0,1
Core i7-4700HQ ,383.0,FCBGA1364 ,2.4,3.4,8,4,47,5510,1777,0,1,0,0,1
Core i5-7400 ,189.98,FCLGA1151 ,3.0,3.5,4,4,65,5508,2107,1,0,0,0,1
Core i7-4710HQ ,378.0,FCBGA1364 ,2.5,3.5,8,4,47,5494,1799,0,1,0,0,1
Ryzen Embedded V1404I,,,2.0,3.6,8,4,15,5491,1932,1,0,0,1,0
Xeon E3-1280 ,358.0,LGA1155 ,3.5,3.9,8,4,95,5490,1807,0,0,1,0,1
Xeon E5-2630L ,,LGA 2011 ,2.0,2.5,12,6,60,5476,1164,0,0,1,0,1
Core i5-4670K ,399.95,LGA1150 ,3.4,3.8,4,4,84,5471,2136,1,0,0,0,1
Core i5-4670 ,313.56,LGA1150 ,3.4,3.8,4,4,84,5465,2149,1,0,0,0,1
Xeon E3-1220 v5 ,150.0,FCLGA1151 ,3.0,3.5,4,4,80,5463,1956,0,0,1,0,1
Core i7-2600K ,296.62,LGA1155 ,3.4,3.8,8,4,95,5446,1734,1,0,0,0,1
Core i7-4702HQ ,,FCBGA1364 ,2.2,3.2,8,4,37,5441,1717,0,1,0,0,1
Core i7-4750HQ ,,FCBGA1364 ,2.0,3.2,8,4,47,5418,1703,0,1,0,0,1
Core i5-1030NG7 ,,BGA1526 ,1.1,3.5,8,4,10,5416,1665,0,1,0,0,1
FX-8320 Eight-Core,179.58,AM3+ ,3.5,4.0,8,8,125,5375,1467,1,0,0,1,0
Xeon X5687 ,149.95,LGA1366 ,3.6,3.9,8,4,130,5371,1557,0,0,1,0,1
Core i5-6440EQ ,,FCBGA1440 ,2.7,3.4,4,4,45,5368,1943,0,1,0,0,1
Xeon E3-1275 ,475.86,LGA1155 ,3.4,3.8,8,4,95,5365,1759,0,0,1,0,1
Xeon E3-1226 v3 ,102.0,FCLGA1150 ,3.3,3.7,4,4,84,5359,2064,0,0,1,0,1
Core i5-7500T ,374.62,FCLGA1151 ,2.7,3.3,4,4,35,5345,1990,1,0,0,0,1
Core i7-2600 ,175.63,LGA1155 ,3.4,3.8,8,4,95,5338,1734,1,0,0,0,1
Core i7-4785T ,,FCLGA1150 ,2.2,3.2,8,4,35,5336,1733,1,0,0,0,1
Core i5-4670R ,276.0,FCBGA1364 ,3.0,3.7,4,4,65,5335,2164,1,0,0,0,1
Ryzen 3 2300U,,FP5 ,2.0,3.4,4,4,15,5335,1698,0,1,0,1,0
Xeon E3-1268L v3 ,,LGA1150 ,2.3,3.3,8,4,45,5333,1896,0,0,1,0,1
Core i5-6500TE ,230.6,LGA 1151 ,2.3,3.3,4,4,35,5329,1916,1,0,0,0,1
Xeon E3-1245 ,245.0,LGA1155 ,3.3,3.7,8,4,95,5323,1740,0,0,1,0,1
Core i3-8100T ,132.99,FCLGA1151-2 ,3.1,3.1,4,4,35,5319,1932,1,0,0,0,1
Xeon E3-1270 ,305.0,LGA1155 ,3.4,3.8,8,4,80,5313,1741,0,0,1,0,1
Core i7-4700MQ ,189.0,rPGA946B ,2.4,3.4,8,4,47,5300,1784,0,1,0,0,1
Core i5-4590 ,350.62,LGA1150 ,3.3,3.7,4,4,84,5293,2080,1,0,0,0,1
Opteron 6274,885.95,G34 ,2.2,3.1,1,1,115,5286,849,0,0,1,1,0
Core i5-4690S ,359.21,LGA1150 ,3.2,3.9,4,4,65,5283,2193,1,0,0,0,1
Core i7-4860EQ ,,FCBGA1364 ,1.8,3.2,8,4,47,5280,1726,0,1,0,0,1
FX-8300 Eight-Core,168.02,AM3+ ,3.3,4.2,8,8,95,5272,1474,1,0,0,1,0
Xeon E5-2430L ,32.28,FCLGA1356 ,2.0,2.5,12,6,60,5263,1060,0,0,1,0,1
Core i3-1005G1 ,281.0,FCBGA1526 ,1.2,3.4,4,2,15,5262,2310,0,1,0,0,1
Core i5-8365UE ,297.0,FCBGA1528 ,1.6,4.1,8,4,15,5243,2343,0,1,0,0,1
Core i7-4712MQ ,,FCPGA946 ,2.3,3.3,8,4,37,5243,1776,0,1,0,0,1
Xeon E5-2620 ,390.18,LGA2011 ,2.0,2.5,12,6,95,5242,1113,0,0,1,0,1
Core i7-6822EQ ,,LGA 1151 ,2.0,2.8,8,4,25,5241,1572,0,1,0,0,1
Xeon X5677 ,110.0,LGA1366 ,3.5,3.7,8,4,130,5226,1625,0,0,1,0,1
Xeon E3-1225 v3 ,59.99,LGA1150 ,3.2,3.6,4,4,84,5222,2007,0,0,1,0,1
Core i5-6440HQ ,,LGA 1151 ,2.6,3.5,4,4,45,5211,2040,0,1,0,0,1
Xeon E3-1240 ,572.59,LGA1155 ,3.3,3.7,8,4,80,5206,1718,0,0,1,0,1
Core i7-3615QE ,,BGA1224 ,2.3,3.3,8,4,45,5174,1724,0,1,0,0,1
Core i7-4702MQ ,218.45,FCPGA946 ,2.2,3.2,8,4,37,5173,1710,0,1,0,0,1
Core i5-4570 ,297.95,LGA1150 ,3.2,3.6,4,4,84,5160,2022,1,0,0,0,1
Core i5-6400 ,135.0,LGA 1151 ,2.7,3.3,4,4,65,5149,1968,1,0,0,0,1
Opteron 6272,193.59,G34 ,2.1,3.0,1,1,115,5146,737,0,0,1,1,0
Xeon X5672 ,44.99,LGA1366 ,3.2,3.6,8,4,95,5143,1537,0,0,1,0,1
FX-8310 Eight-Core,,AM3+ ,3.4,4.3,8,8,95,5142,1490,1,0,0,1,0
Xeon E5-2420 ,380.01,LGA1356 ,1.9,2.4,12,6,95,5136,1110,0,0,1,0,1
FX-8370E Eight-Core,310.09,AM3+ ,3.3,4.3,8,8,95,5113,1440,1,0,0,1,0
Core i5-7300HQ ,,,2.5,3.5,4,4,45,5110,1975,0,1,0,0,1
Core i5-4590S ,299.95,LGA1150 ,3.0,3.7,4,4,65,5104,2069,1,0,0,0,1
Core i7-3610QM ,399.99,PGA988B ,2.3,3.3,8,4,45,5099,1642,0,1,0,0,1
Core i7-3630QM ,229.0,rPGA988B ,2.4,3.4,8,4,45,5096,1685,0,1,0,0,1
Opteron 6328,1818.0,G34 ,3.2,3.8,8,8,115,5084,1376,0,0,1,1,0
Xeon Bronze 3204 ,246.99,FCLGA3647 ,1.9,1.9,6,6,85,5080,1093,0,0,1,0,1
Core i5-4670S ,213.0,FCLGA1150 ,3.1,3.8,4,4,65,5069,2119,1,0,0,0,1
Xeon E3-1240L v3 ,,FCLGA1150 ,2.0,3.0,8,4,25,5062,1695,0,0,1,0,1
Xeon E3-1220 v3 ,399.95,LGA1150 ,3.1,3.4,4,4,80,5062,1965,0,0,1,0,1
FX-8150 Eight-Core,128.02,AM3+ ,3.6,4.2,8,8,125,5055,1391,1,0,0,1,0
Core i5-4670K CPT ,,LGA1150 ,3.4,3.8,4,4,84,5034,2042,1,0,0,0,1
Xeon E5-2430L v2 ,,LGA 1356 ,2.4,2.8,12,6,60,5014,668,0,0,1,0,1
Xeon E3-1230 ,417.95,LGA1155 ,3.2,3.6,8,4,80,5013,1675,0,0,1,0,1
Xeon E3-1235L v5 ,,FCLGA1151 ,2.0,3.0,4,4,25,5013,1761,0,0,1,0,1
Xeon E3-1290 ,885.0,LGA1155 ,3.6,4.0,8,4,95,4988,1833,0,0,1,0,1
Xeon E5-1607 v3 ,,LGA2011-v3 ,3.1,3.1,4,4,140,4982,1811,0,0,1,0,1
Core i7-3615QM ,,BGA1224 ,2.3,3.3,8,4,45,4974,1647,0,1,0,0,1
Core i5-4570S ,179.98,LGA1150 ,2.9,3.6,4,4,65,4964,2015,1,0,0,0,1
Xeon E5645 ,94.08,LGA1366 ,2.4,2.7,12,6,80,4963,1160,0,0,1,0,1
FX-8140 Eight-Core,148.86,AM3+ ,3.2,4.1,8,8,95,4953,1336,1,0,0,1,0
Core i5-3570K ,110.0,LGA1155 ,3.4,3.8,4,4,77,4944,2049,1,0,0,0,1
Core i7-4700EQ ,,FCBGA1364 ,2.4,3.4,8,4,47,4941,1842,1,0,0,0,1
Core i7-4712HQ ,,FCBGA1364 ,2.3,3.3,8,4,37,4938,1623,0,1,0,0,1
Core i5-10210Y ,,UTFCBGA1377 ,1.0,4.0,8,4,7,4918,2108,0,1,0,0,1
FX-8320E Eight-Core,199.99,AM3+ ,3.2,4.0,8,8,95,4915,1395,1,0,0,1,0
Core i7-4765T ,498.95,FCLGA1150 ,2.0,3.0,8,4,35,4913,1572,1,0,0,0,1
Athlon 300GE,,AM4 ,3.4,3.4,4,2,35,4905,2119,1,0,0,1,0
Xeon Bronze 3104 ,232.01,FCLGA3647 ,1.7,1.7,6,6,85,4887,986,0,0,1,0,1
Core i5-3570 ,147.39,LGA1155 ,3.4,3.8,4,4,77,4886,2041,1,0,0,0,1
Xeon E5649 ,89.95,LGA1366 ,2.5,2.9,12,6,80,4881,1170,0,0,1,0,1
Core i3-7320 ,182.72,FCLGA1151 ,4.1,4.1,4,2,51,4862,2430,1,0,0,0,1
Opteron 6366 HE,29.99,,1.8,2.3,1,1,85,4858,793,0,0,1,1,0
Xeon L5640 ,89.95,LGA1366 ,2.8,2.8,12,6,60,4841,1155,0,0,1,0,1
Xeon E5-1603 v4 ,,FCLGA2011-3 ,2.8,2.8,4,4,140,4838,1752,0,0,1,0,1
Core i5-7442EQ ,250.0,FCBGA1440 ,2.1,2.9,4,4,25,4834,1819,0,1,0,0,1
Core i5-4570R ,,FCBGA1364 ,2.7,3.2,4,4,65,4820,1863,1,0,0,0,1
Core i5-6500T ,79.3,LGA 1151 ,2.5,3.1,4,4,35,4813,1857,1,0,0,0,1
Core i5-4460 ,207.65,LGA1150 ,3.2,3.4,4,4,84,4808,1897,1,0,0,0,1
Core i3-7350K ,148.99,FCLGA1151 ,4.2,4.2,4,2,60,4804,2431,1,0,0,0,1
Core i5-3550 ,299.99,LGA1155 ,3.3,3.7,4,4,77,4798,2005,1,0,0,0,1
Xeon D-1518 ,,FCBGA1667 ,2.2,2.2,8,4,35,4784,1256,0,0,1,0,1
Core i7-3612QE ,,BGA1224 ,2.1,3.1,8,4,35,4783,1658,0,1,0,0,1
Core i3-7300 ,159.99,FCLGA1151 ,4.0,4.0,4,2,51,4778,2492,1,0,0,0,1
Xeon E3-1230L v3 ,448.5,LGA1150 ,1.8,2.8,8,4,25,4753,1531,0,0,1,0,1
Opteron 6220,196.83,Socket G34 ,3.0,3.6,8,8,115,4753,1203,0,0,1,1,0
Core i5-4470S ,,LGA1150 ,3.0,3.0,4,4,65,4742,1756,1,0,0,0,1
Core i7-3610QE ,,rPGA988B ,2.3,3.3,8,4,45,4730,1653,0,1,0,0,1
Xeon E3-1235 ,234.0,LGA1155 ,3.2,3.6,8,4,95,4725,1562,0,0,1,0,1
Core i5-4430 ,150.09,LGA1150 ,3.0,3.2,4,4,84,4711,1831,1,0,0,0,1
Athlon Silver PRO 3125GE,,AM4 ,3.4,3.4,4,2,35,4701,2067,1,0,0,1,0
Xeon E5-2603 v4 ,224.2,FCLGA2011-3 ,1.7,1.7,6,6,85,4695,1046,0,0,1,0,1
Xeon E3-1225 V2 ,68.99,LGA1155 ,3.2,3.6,4,4,77,4683,1909,0,0,1,0,1
Xeon E3-1220 V2 ,399.95,LGA1155 ,3.1,3.5,4,4,69,4680,1923,0,0,1,0,1
 C3758 ,193.0,FCBGA1310 ,2.2,2.2,8,8,25,4675,857,0,0,1,1,0
Core i5-6300HQ ,,LGA 1151 ,2.3,3.2,4,4,45,4671,1779,0,1,0,0,1
Opteron 4284,59.99,Socket C32 ,3.0,3.3,8,8,95,4665,1181,0,0,1,1,0
Core i5-4440 ,299.99,FCLGA1150 ,3.1,3.3,4,4,84,4654,1855,1,0,0,0,1
Xeon E5-1410 ,44.99,LGA1356 ,2.8,3.2,8,4,80,4634,1484,0,0,1,0,1
Core i5-3570S ,51.09,LGA1155 ,3.1,3.8,4,4,65,4633,2002,1,0,0,0,1
Core i5-3470 ,70.7,LGA1155 ,3.2,3.6,4,4,77,4629,1932,1,0,0,0,1
Athlon 240GE,119.14,AM4 ,3.5,3.5,4,2,35,4628,2003,1,0,0,1,0
Core i5-7400T ,330.73,LGA1151 ,2.4,3.0,4,4,35,4611,1812,1,0,0,0,1
Ryzen Embedded R1606G,,FP5 ,2.6,3.5,4,2,15,4544,2044,1,0,0,1,0
Core i7-2860QM ,182.01,BGA1224 ,2.5,3.6,8,4,45,4541,1549,0,1,0,0,1
Xeon X5667 ,18.04,LGA1366 ,3.1,3.5,8,4,95,4534,1452,0,0,1,0,1
Xeon X5647 ,19.93,LGA1366 ,2.9,3.2,8,4,130,4522,1368,0,0,1,0,1
Core i5-6442EQ ,250.0,FCBGA1440 ,1.9,2.7,4,4,25,4519,1688,0,1,0,0,1
Core2 Quad Q9500 ,49.01,LGA775 ,2.8,2.8,4,4,95,2181,1216,1,0,0,0,1
Pentium 4415U ,,BGA1356 ,2.3,2.3,4,2,15,2178,1259,0,1,0,0,1
Core i7-920XM ,398.95,PGA988B ,2.0,3.2,8,4,55,2178,1192,0,1,0,0,1
 C2750 ,,BGA 1283 ,2.4,2.6,8,8,20,2174,291,0,0,1,1,0
Core m7-6Y75 ,,FCBGA1515 ,1.2,3.1,4,2,7,2170,1359,0,1,0,0,1
Core i3-5020U ,459.0,FCBGA1168 ,2.2,2.2,4,2,15,2169,1254,0,1,0,0,1
Core i3-3220 ,19.99,LGA1155 ,3.3,3.3,4,2,55,2167,1731,1,0,0,0,1
Core i3-2125 ,143.01,LGA1155 ,3.3,3.3,4,2,65,2167,1550,1,0,0,0,1
Core M-5Y71 ,281.0,FCBGA1234 ,1.2,2.9,4,2,4.5,2158,1281,0,1,0,0,1
Xeon X3350 ,59.99,LGA775 ,2.7,2.7,4,4,95,2158,1156,0,0,1,0,1
A8-7200P,,FP3 ,2.4,3.3,4,4,35,2156,1079,0,1,0,1,0
Phenom II X4 925,29.95,AM3 ,2.8,2.8,4,4,95,2148,1151,1,0,0,1,0
 E3950 ,,BGA1296 ,1.6,2.0,4,4,12,2147,748,0,1,0,1,0
Athlon II X4 641 Quad-Core,79.86,FM1 ,2.8,2.8,4,4,100,2143,1192,1,0,0,1,0
Core i7-3517UE ,,BGA1023 ,1.7,2.8,4,2,17,2141,1205,0,1,0,0,1
Pentium G3460 ,288.2,LGA1150 ,3.5,3.5,2,2,53,2133,1927,1,0,0,0,1
Pentium G3440 ,159.94,LGA1150 ,3.3,3.3,2,2,53,2129,1895,1,0,0,0,1
Pentium G3430 ,89.99,FCLGA1150 ,3.3,3.3,2,2,54,2129,1891,1,0,0,0,1
Pentium N4200 ,228.71,FCBGA1296 ,1.1,2.5,4,4,6,2128,854,0,1,0,0,1
A8-3850 APU,126.41,FM1 ,2.9,2.9,4,4,100,2119,1182,1,0,0,1,0
Core i3-5010U ,264.99,FCBGA1168 ,2.1,2.1,4,2,15,2114,1231,0,1,0,0,1
Athlon II X4 640,64.02,AM3 ,3.0,3.0,4,4,95,2112,1206,1,0,0,1,0
Core i5-2415M ,,BGA1023 ,2.3,2.9,4,2,35,2111,1288,1,0,0,0,1
Core i7-3517U ,,BGA1023 ,1.9,3.0,4,2,17,2109,1275,0,1,0,0,1
Celeron G3930T ,39.95,FCLGA1151 ,2.7,2.7,2,2,35,2109,1650,1,0,0,0,1
Phenom II X4 B25,,AM2+/AM3 ,2.7,2.7,4,4,nan,2108,1040,1,0,0,1,0
Core i5-3337U ,225.0,BGA1023 ,1.8,2.7,4,2,17,2107,1297,0,1,0,0,1
Pentium G3440T ,,LGA1150 ,2.8,2.8,2,2,35,2107,1615,1,0,0,0,1
Phenom II X4 B93,,AM3 ,2.8,2.8,4,4,95,2104,1141,1,0,0,1,0
Athlon II X4 631 Quad-Core,34.89,FM1 ,2.6,2.6,4,4,100,2095,1121,1,0,0,1,0
A6-3650 APU,23.89,FM1 ,2.6,2.6,4,4,100,2089,1106,1,0,0,1,0
Athlon II X4 635,59.95,AM3 ,2.9,2.9,4,4,95,2084,1182,1,0,0,1,0
Opteron 1389,,AM2 ,2.9,2.9,4,4,75,2079,1102,0,0,1,1,0
Core2 Quad Q9400 ,38.01,LGA775 ,2.7,2.7,4,4,95,2077,1146,1,0,0,0,1
Pentium 4405U ,,FCBGA1356 ,2.1,2.1,4,2,15,2076,1208,0,1,0,0,1
Opteron 2384,1184.0,F (1207) ,2.7,2.7,4,4,75,2074,1074,0,0,1,1,0
Core i3-5015U ,,FCBGA1168 ,2.1,2.1,4,2,15,2074,1138,0,1,0,0,1
Athlon II X4 630,48.04,AM3 ,2.8,2.8,4,4,95,2072,1137,1,0,0,1,0
A10-7400P,,FP3 ,2.5,3.4,4,4,35,2069,1066,0,1,0,1,0
Pentium G3260 ,80.0,LGA1150 ,3.3,3.3,2,2,53,2068,1880,1,0,0,0,1
Core i7-640M ,189.95,BGA1288 ,3.5,3.5,4,2,35,2063,1393,0,1,0,0,1
Xeon L5420 ,27.5,LGA771 ,2.5,2.5,4,4,50,2061,1100,0,0,1,0,1
Opteron 3250 HE,99.0,AM3+ ,2.5,3.5,4,4,45,2061,1003,0,0,1,1,0
Pentium G2140 ,45.0,LGA1155 ,3.3,3.3,2,2,55,2059,1837,1,0,0,0,1
Opteron 4162 EE,19.99,F (1207) ,1.7,1.7,6,6,35,2058,382,0,0,1,1,0
Xeon X3230 ,349.95,LGA775 ,2.7,2.7,4,4,95,2056,1082,0,0,1,0,1
Phenom II X4 920,27.89,AM2+ ,2.8,2.8,4,4,125,2051,1062,1,0,0,1,0
Xeon E3-1220L ,,LGA1155 ,2.2,3.4,4,2,20,2050,1421,0,0,1,0,1
Core i3-3210 ,199.0,LGA1155 ,3.2,3.2,4,2,55,2046,1677,1,0,0,0,1
A6-3670 APU,610.0,FM1 ,2.7,2.7,4,4,100,2045,1121,1,0,0,1,0
Pentium G3420T ,159.99,LGA1150 ,2.7,2.7,2,2,35,2044,1563,1,0,0,0,1
Core i5-2450M ,68.02,BGA1023 ,2.5,3.1,4,2,35,2041,1258,0,1,0,0,1
Core2 Quad Q6700 ,44.04,LGA775 ,2.7,2.7,4,4,105,2041,1083,1,0,0,0,1
Core2 Quad Q9505 ,190.0,LGA775 ,2.8,2.8,4,4,95,2039,1185,1,0,0,0,1
Pentium G3258 ,99.0,FCLGA1150 ,3.2,3.2,2,2,53,2039,1826,1,0,0,0,1
Core2 Quad Q9450 ,35.7,LGA775 ,2.7,2.7,4,4,95,2035,1136,1,0,0,0,1
Core i3-5005U ,,FCBGA1168 ,2.0,2.0,4,2,15,2035,1167,0,1,0,0,1
Phenom II X4 820,64.95,AM3 ,2.8,2.8,4,4,95,2034,1125,1,0,0,1,0
Celeron G3900E ,107.0,FCBGA1440 ,2.4,2.4,2,2,35,2034,1499,0,1,0,0,1
Core i3-2102 ,58.0,FCLGA1155 ,3.1,3.1,4,2,65,2029,1400,1,0,0,0,1
Xeon E7- 2830 ,1779.0,LGA1567 ,2.1,2.4,4,4,105,2027,559,0,0,1,0,1
Athlon II X4 638 Quad-Core,26.49,FM1 ,2.7,2.7,4,4,65,2026,1182,1,0,0,1,0
Core i5-655K ,59.99,LGA1156 ,3.2,3.5,4,2,73,2017,1446,1,0,0,0,1
Pentium G3450T ,,LGA1150 ,2.9,2.9,2,2,35,2016,1135,1,0,0,0,1
Core m5-6Y54 ,,FCBGA1515 ,1.1,2.7,4,2,7,2013,1205,0,1,0,0,1
Core2 Extreme Q9200 ,,,2.4,2.4,4,4,nan,2011,1080,1,0,0,0,1
A8-3820 APU,44.95,FM1 ,2.5,2.8,4,4,65,2010,1097,1,0,0,1,0
Phenom II X4 910e,69.9,AM3 ,2.6,2.6,4,4,65,2006,1069,1,0,0,1,0
Core2 Quad Q8400 ,229.95,LGA775 ,2.7,2.7,4,4,95,1999,1146,1,0,0,0,1
Core i7-2655LE ,,BGA1023 ,2.2,2.9,4,2,25,1999,1231,1,0,0,0,1
Core i5-2430M ,75.02,PGA988B ,2.4,3.0,4,2,35,1998,1249,0,1,0,0,1
A10-5757M APU,,FP2 ,2.5,3.5,4,4,35,1997,1195,0,1,0,1,0
Opteron 2427,55.0,F (1207) ,2.2,2.2,6,6,75,1995,386,0,0,1,1,0
Core i3-2130 ,87.66,LGA1155 ,3.4,3.4,4,2,65,1993,1604,1,0,0,0,1
Pentium G3260T ,89.99,LGA1150 ,2.9,2.9,2,2,35,1993,1661,1,0,0,0,1
Pentium G3420 ,64.46,FCLGA1150 ,3.2,3.2,2,2,54,1990,1814,1,0,0,0,1
Xeon X3320 ,229.5,LGA775 ,2.5,2.5,4,4,95,1986,1097,0,0,1,0,1
Xeon E5420 ,24.99,LGA771 ,2.5,2.5,4,4,80,1986,1080,0,0,1,0,1
Athlon X4 750 Quad Core,,FM2 ,3.4,3.9,4,4,65,1986,1338,1,0,0,1,0
Core i3-3240T ,,LGA1155 ,2.9,2.9,4,2,35,1981,1517,1,0,0,0,1
Core i3-3220T ,263.95,LGA1155 ,2.8,2.8,4,2,35,1980,1533,1,0,0,0,1
Core i7-2637M ,,BGA1023 ,1.7,2.8,4,2,17,1980,1288,0,1,0,0,1
Xeon X5355 ,37.99,LGA771 ,2.7,2.7,4,4,120,1979,1060,0,0,1,0,1
Core M-5Y31 ,,FCBGA1234 ,0.9,2.4,4,2,4.5,1972,1082,0,1,0,0,1
Core i7-620M ,100.01,BGA1288 ,3.3,3.3,4,2,35,1971,1293,0,1,0,0,1
Celeron G3900TE ,42.0,FCLGA1151 ,2.3,2.3,2,2,35,1967,1442,0,1,0,0,1
Xeon L5410 ,100.08,LGA771 ,2.3,2.3,4,4,50,1956,1025,0,0,1,0,1
Celeron N3450 ,185.08,FCBGA1296 ,1.1,2.2,4,4,6,1955,768,0,1,0,0,1
Core2 Quad Q9300 ,71.0,LGA775 ,2.5,2.5,4,4,95,1955,1078,1,0,0,0,1
 E3900 ,,,1.6,1.6,4,4,nan,1953,675,0,1,0,1,0
Core i5-580M ,99.95,BGA1288 ,3.3,3.3,4,2,35,1949,1313,0,1,0,0,1
