name,price,Class,Socket,Clockspeed,Turbo Speed,Threads,Cores,Typical TDP,mt_score,st_score
Intel Core i3-3220T @ 2.80GHz,$263.95,Desktop,LGA1155 ,2.8,,4 ,2,35W,1980,1533
Intel Core i7-2637M @ 1.70GHz,NA,Laptop,BGA1023 ,1.7,2.8,4 ,2,17W,1980,1288
Intel Xeon X5355 @ 2.66GHz,$37.99*,Server,LGA771 ,2.7,,4 ,4,120W,1979,1060
Intel Core M-5Y31 @ 0.90GHz,NA,Laptop,FCBGA1234 ,0.9,2.4,4 ,2,4.5W,1972,1082
Intel Core i7-620M @ 2.67GHz,$100.01,Laptop,BGA1288 ,3.3,3.3,4 ,2,35W,1971,1293
Intel Celeron G3900TE @ 2.30GHz,$42.00*,Laptop,FCLGA1151 ,2.3,,2 ,2,35W,1967,1442
Intel Xeon L5410 @ 2.33GHz,$100.08*,Server,LGA771 ,2.3,,4 ,4,50W,1956,1025
Intel Celeron N3450 @ 1.10GHz,$185.08*,Laptop,FCBGA1296 ,1.1,2.2,4 ,4,6W3,1955,768
Intel Core2 Quad Q9300 @ 2.50GHz,$71.00,Desktop,LGA775 ,2.5,,4 ,4,95W,1955,1078
Intel Atom E3900 @ 1.60GHz,NA,Laptop,,1.6,,4 ,4,,1953,675
Intel Celeron 4305UE @ 2.00GHz,NA,,FCBGA1528 ,2.0,,2 ,2,15W,1950,1214
Intel Core i5-580M @ 2.67GHz,$99.95*,Laptop,BGA1288 ,3.3,3.3,4 ,2,35W,1949,1313
Intel Core i3-4120U @ 2.00GHz,NA,Laptop,FCBGA1168 ,2.0,,4 ,2,15W,1948,1177
Intel Celeron J4025 @ 2.00GHz,NA,Desktop,FCBGA1090 ,2.0,2.9,2 ,2,10W,1946,1335
AMD Phenom 9850B Quad-Core,NA,,,2.5,,4 ,4,95W,1946,992
AMD Phenom II X3 B77,$22.29*,,AM2+/AM3 ,3.2,,3 ,3,95W,1945,1342
Intel Core i5-3317U @ 1.70GHz,$225.00*,Laptop,BGA1023 ,1.7,2.6,4 ,2,17W,1942,1234
Intel Atom E3940 @ 1.60GHz,NA,Laptop,,1.6,1.8,4 ,4,9.5W,1940,681
Intel Pentium G3250 @ 3.20GHz,$30.00*,Desktop,LGA1150 ,3.2,,2 ,2,53W,1939,1813
AMD PRO A6-9500,$74.00*,Desktop,AM4 ,3.5,3.8,2,2,65W,1938,1666
Intel Xeon X6550 @ 2.00GHz,NA,Server,LGA1567 ,2.0,2.4,4 ,4,130W,1936,390
Intel Xeon E5603 @ 1.60GHz,$129.04*,Server,LGA1366 ,1.6,,4 ,4,80W,1935,712
Intel Core i5-2410M @ 2.30GHz,$68.07,Laptop," 	FCBGA1023, PPG ",2.3,2.9,4 ,2,35W,1934,1226
AMD Athlon II X4 620,$54.95,Desktop,AM3 ,2.6,,4 ,4,95W,1932,1054
Intel Xeon E5507 @ 2.27GHz,$456.91*,Server,LGA1366 ,2.3,,4 ,4,80W,1928,997
Intel Xeon X3330 @ 2.66GHz,$210.00*,Server,LGA775 ,2.7,,4 ,4,95W,1928,1160
Intel Pentium G2120 @ 3.10GHz,$74.99*,Desktop,FCLGA1155 ,3.1,,2 ,2,55W,1926,1716
Intel Xeon E5410 @ 2.33GHz,$88.00*,Server,LGA771 ,2.3,,4 ,4,80W,1923,1024
Intel Core2 Quad Q9100 @ 2.26GHz,$385.89*,Laptop,PGA478 ,2.3,,4 ,4,45W,1923,1004
AMD Opteron 3320 EE,$646.00*,Server,AM3+ ,1.9,2.5,4,4,25W,1918,838
AMD FX-7500 APU,NA,Laptop,FP3 ,2.1,3.3,4,4,19W,1918,958
Intel Core i3-4025U @ 1.90GHz,NA,Laptop,FCBGA1168 ,1.9,,4 ,2,15W,1918,1080
AMD Opteron X2170 APU,NA,Server,FT3 ,2.4,,4 ,4,25W3,1911,832
Intel Core i7-840QM @ 1.87GHz,$289.97*,Laptop,PGA988A ,1.9,3.2,8 ,4,45W,1908,1135
Intel Core i5-3439Y @ 1.50GHz,NA,Desktop,BGA1023 ,1.5,2.3,4 ,2,13W,1907,1197
Intel Core i5-4422E @ 1.80GHz,$266.00*,Laptop,FCBGA1364 ,1.8,2.9,4 ,2,25W,1907,1048
Intel Core M-5Y10a @ 0.80GHz,NA,Laptop,FCBGA1234 ,0.8,2.0,4 ,2,4.5W,1905,993
Intel Core i3-2120 @ 3.30GHz,$135.00,Desktop,LGA1155 ,3.3,,4 ,2,65W,1904,1523
AMD Athlon II X4 615e,$59.00*,Desktop,AM3 ,2.5,,4 ,4,45W,1904,1076
AMD Opteron 2419 EE,NA,Server,F (1207) ,1.8,,6 ,6,60W,1902,396
AMD A10-5750M APU,$92.86*,Laptop,FS1r2 ,2.5,3.5,4,4,35W,1902,1088
AMD Opteron 1385,$45.00,Server,"AM2+,AM3 ",2.7,,4 ,4,115W,1898,1035
AMD A10 PRO-7350B APU,NA,Laptop,FP3 ,2.1,3.3,4,4,19W,1896,926
Intel Celeron G1850 @ 2.90GHz,$79.99*,Desktop,FCLGA1150 ,2.9,,2 ,2,54W,1895,1692
AMD Athlon II X3 460,$29.95*,Desktop,AM3 ,3.4,,3 ,3,95W,1890,1381
Intel Core i5-2510E @ 2.50GHz,NA,Laptop,PGA988B ,2.5,3.1,4 ,2,35W,1889,1183
AMD PRO A6-8550B,NA,Desktop,FM2+ ,3.7,4.0,2,2,65W,1885,1623
AMD A10-4600M APU,$99.95*,Laptop,FS1r2 ,2.3,3.2,4,4,35W,1883,1058
Intel Core i5-2515E @ 2.50GHz,NA,Desktop,BGA1023 ,2.5,3.1,4 ,2,35W,1882,1189
Intel Core i7-3555LE @ 2.50GHz,NA,Laptop,BGA1023 ,2.5,3.2,4 ,2,25W,1880,980
Intel Core i5-2435M @ 2.40GHz,NA,Laptop,BGA1023 ,2.4,3.0,4 ,2,35W,1878,1167
AMD A6-9500,$124.99,Desktop,AM4 ,3.5,3.8,2,2,65W3,1877,1638
Intel Core i3-4030U @ 1.90GHz,NA,Laptop,FCBGA1168 ,1.9,,4 ,2,15W,1874,1029
Intel Pentium G3220 @ 3.00GHz,$191.27,Desktop,FCLGA1150 ,3.0,,2 ,2,54W,1871,1702
Intel Core M-5Y10c @ 0.80GHz,$281.00*,Laptop,FCBGA1234 ,0.8,2.0,4 ,2,4.5W,1870,1081
AMD A6-7480,$43.99*,Desktop,FM2+ ,3.5,3.8,2,2,65W,1868,1604
AMD Phenom II X4 830,$69.95*,,AM2+/AM3 ,2.8,,4 ,4,95W,1867,1028
AMD A8-5550M APU,NA,Laptop,FS1r2 ,2.1,3.1,4,4,35W,1867,1073
Intel Pentium G2130 @ 3.20GHz,$44.99,Desktop,FCLGA1155 ,3.2,,2 ,2,55W,1866,1750
AMD Opteron 2378,$14.49,Server,F (1207) ,2.4,,4 ,4,75W,1864,936
AMD Athlon II X4 610e,$69.99*,Desktop,AM3 ,2.4,,4 ,4,45W,1863,1014
AMD Phenom II X4 B05e,NA,,,2.3,,4 ,4,,1862,989
AMD Athlon 5370 APU,$598.68*,Desktop,"AM1,FS1B ",2.2,,4 ,4,25W,1857,746
Intel Pentium G3240 @ 3.10GHz,$96.92,Desktop,FCLGA1150 ,3.1,,2 ,2,53W,1855,1735
Intel Core i5-4230U @ 1.90GHz,NA,Laptop,FCBGA1364 ,1.9,2.9,4 ,2,15W,1853,1620
Intel Core i3-4110U @ 1.90GHz,NA,Laptop,,1.9,,4 ,2,,1853,1119
Intel Core2 Extreme Q9300 @ 2.53GHz,NA,Desktop,PGA478 ,2.5,,4 ,4,45W,1853,1065
Intel Pentium 1403 @ 2.60GHz,NA,Server,LGA1356 ,2.6,,2 ,2,80W,1851,990
Intel Core i3-2310E @ 2.10GHz,$225.00*,Laptop,FCBGA1023 ,2.1,,4 ,2,35W,1845,733
Intel Xeon E5506 @ 2.13GHz,$53.01*,Server,LGA1366 ,2.1,,4 ,4,80W,1845,936
AMD Phenom II X4 805,$173.99*,Desktop,AM3 ,2.5,,4 ,4,95W,1844,999
AMD A6-9500E,$164.00,Desktop,AM4 ,3.0,3.4,2,2,35W,1841,1478
AMD GX-424CC SOC,NA,Laptop,FT3b ,2.4,,4 ,4,25W,1839,811
AMD Athlon II X3 455,$139.95*,Desktop,AM3 ,3.3,,3 ,3,95W,1838,1363
Intel Xeon X3323 @ 2.50GHz,$19.36*,Server,LGA775 ,2.5,,4 ,4,80W,1837,1059
Intel Pentium G3450 @ 3.40GHz,$22.95*,Desktop,FCLGA1150 ,3.4,,2 ,2,53W,1836,1676
Intel Core i5-560M @ 2.67GHz,$71.97*,Laptop,BGA1288 ,3.2,3.2,4 ,2,35W,1836,1222
AMD Athlon 5350 APU,$69.68,Desktop,"AM1,FS1B ",2.1,,4 ,4,25W,1832,710
AMD A8-3800 APU,$109.95*,Desktop,FM1 ,2.4,2.7,4 ,4,65W,1825,1037
AMD Phenom II X4 B15e,NA,Desktop,AM2+/AM3 ,2.5,,4 ,4,,1825,1069
Intel Core i3-3130M @ 2.60GHz,NA,Laptop,BGA1023 ,2.6,,4 ,2,35W,1824,1067
Intel Core i3-2330E @ 2.20GHz,NA,Desktop,rPGA988 ,2.2,,4 ,2,35W,1823,1063
Intel Core M-5Y51 @ 1.10GHz,NA,Laptop,FCBGA1234 ,1.1,2.6,4 ,2,4.5W,1821,1102
Intel Xeon X3220 @ 2.40GHz,$51.00*,Server,LGA775 ,2.4,,4 ,4,105W,1819,942
Intel Core i7-610E @ 2.53GHz,NA,Laptop,BGA1288 ,2.5,3.2,4 ,2,35W,1818,1400
Intel Core i5-4302Y @ 1.60GHz,NA,Desktop,FCBGA1168 ,1.6,2.3,4 ,2,11.5W,1817,1084
AMD A8-6500T APU,$59.95*,Desktop,FM2 ,2.1,3.1,4,4,45W,1816,1048
Intel Core i3-2105 @ 3.10GHz,$114.99*,Desktop,LGA1155 ,3.1,,4 ,2,65W,1814,1274
Intel Xeon E5345 @ 2.33GHz,$39.99*,Server,LGA771 ,2.3,,4 ,4,80W,1814,947
Intel Core i7-2677M @ 1.80GHz,NA,Laptop,BGA1023 ,1.8,2.9,4 ,2,17W,1799,1105
AMD Phenom II X940 Quad-Core,NA,Laptop,S1 ,2.4,,4 ,4,45W,1797,785
AMD Opteron 1381,NA,Server,AM3 ,2.5,,4 ,4,75W,1797,1011
AMD GX-420MC SOC,NA,Laptop,FTB3b ,2.0,,4 ,4,17.5W,1796,695
AMD A8-7410 APU,NA,Laptop,,2.2,2.5,4 ,4,25W,1796,814
Intel Core i7-820QM @ 1.73GHz,$129.00*,Laptop,PGA988A ,1.7,3.1,8 ,4,45W,1795,1070
Intel Core2 Quad Q8300 @ 2.50GHz,$49.99*,Desktop,LGA775 ,2.5,,4 ,4,95W,1793,1048
Intel Core i3-2100 @ 3.10GHz,$25.00,Desktop,LGA1155 ,3.1,,4 ,2,65W,1791,1424
Intel Pentium G3240T @ 2.70GHz,NA,Desktop,LGA1150 ,2.7,,2 ,2,35W,1788,1556
AMD A6-3620 APU,$22.49*,Desktop,FM1 ,2.2,2.5,4 ,4,65W,1785,985
AMD Phenom X4 Quad-Core GP-9730,NA,Desktop,AM2+ (940-pin) ,2.4,,4 ,4,,1784,957
AMD Sempron X2 190,$83.44*,,AM2+/AM3 ,2.5,,2 ,2,45W,879,9772
AMD A4-3320M APU,$36.90,Laptop,FS1 ,2.0,2.6,2 ,2,35W,877,837
Intel Pentium N3510 @ 1.99GHz,NA,Laptop,FCBGA1170 ,2.0,,4 ,4,7.5W,877,532
AMD Turion II N550 Dual-Core,NA,Laptop,S1 ,2.6,,2 ,2,35W,877,8912
AMD E2-9000,NA,Laptop,,1.8,2.2,2,2,10W,876,751
Athlon 64 Dual Core 5600+,NA,Desktop,AM2 ,2.9,,2 ,2,65W,875,9932
AMD Athlon II X2 4450e,NA,Desktop,AM2 ,2.3,,2 ,2,45W,867,1066
Intel Core i3-2357M @ 1.30GHz,NA,Laptop,,1.3,,4 ,2,17W,866,562
Intel Core2 Duo L9600 @ 2.13GHz,NA,Laptop,BGA956 ,2.1,,2 ,2,17W,865,837
Intel Pentium P6000 @ 1.87GHz,NA,Laptop,PGA988 ,1.9,,2 ,2,35W,865,782
Intel Core i3-2365M @ 1.40GHz,NA,Laptop,BGA1023 ,1.4,,4 ,2,17W,861,630
Intel Core i3-2377M @ 1.50GHz,NA,Laptop,BGA1023 ,1.5,,4 ,2,17W,861,651
AMD Turion 64 X2 Mobile TL-68,$90.00*,Laptop,S1 ,2.4,,2 ,2,35W,861,8872
Intel Celeron E3200 @ 2.40GHz,$19.99*,Desktop,LGA775 ,2.4,,2 ,2,65W,860,9922
AMD E2-3200 APU,$7.99*,Desktop,FM1 ,2.4,,2 ,2,65W,859,9502
AMD E2-9000e,NA,Laptop,,1.5,2.0,2,2,6W,857,749
Intel Xeon 5140 @ 2.33GHz,$24.99*,Server,LGA771 ,2.3,,2 ,2,65W,857,8702
AMD Turion II N530 Dual-Core,$30.00*,Laptop,S1 ,2.5,,2 ,2,35W,855,9682
AMD Athlon 64 X2 Dual Core 5400+,$52.99*,Desktop,AM2 ,2.8,,2 ,2,65W,855,9812
Athlon 64 Dual Core 5000+,NA,Desktop,,2.6,,2 ,2,89W,850,9242
Intel Pentium E5200 @ 2.50GHz,$49.94,Desktop,LGA775 ,2.5,,2 ,2,65W,850,1002
Intel Pentium 3560Y @ 1.20GHz,NA,Laptop,BGA1168 ,1.2,,2 ,2,11.5W,849,700
Intel Pentium E2220 @ 2.40GHz,$37.64,Desktop,LGA775 ,2.4,,2 ,2,65W,846,9382
AMD A4-3310MX APU,NA,Laptop,FS1 ,2.1,2.3,2 ,2,45W,844,8492
Intel Core2 Duo P8600 @ 2.40GHz,$49.18*,Laptop,BGA479 ,2.4,,2 ,2,25W,841,9502
AMD TurionX2 Ultra DualCore Mobile ZM-85,NA,Laptop,S1 ,2.3,,2 ,2,35W,841,686
Intel Pentium P6100 @ 2.00GHz,$28.44*,Laptop,PGA988 ,2.0,,2 ,2,35W,840,827
Intel Pentium B960 @ 2.20GHz,$38.68*,Laptop,PGA988 ,2.2,,2 ,2,35W,840,9052
AMD Opteron 275,$11.46,Server,940 ,2.2,,2 ,2,95W,839,445
Intel Core2 Duo P8800 @ 2.66GHz,$56.99*,Laptop,BGA479 ,2.7,,2 ,2,25W,839,1047
Intel Xeon E5205 @ 1.86GHz,$14.27*,Server,LGA771 ,1.9,,2 ,2,65W,838,788
Intel Xeon E5502 @ 1.87GHz,$95.00*,Server,LGA1366 ,1.9,,2 ,2,80W,837,799
Intel Core i5-430UM @ 1.20GHz,NA,Laptop,BGA1288 ,1.7,1.7,4 ,2,18W,836,630
Intel Core2 Duo T9550 @ 2.66GHz,$298.95*,Laptop,BGA479 ,2.7,,2 ,2,35W,835,9492
Intel Core2 Duo P8400 @ 2.26GHz,$297.01*,Laptop,BGA479 ,2.3,,2 ,2,25W,828,9282
Intel Pentium B940 @ 2.00GHz,$29.94*,Laptop,PGA988 ,2.0,,2 ,2,35W,828,8562
AMD Athlon Dual Core 5000B,$95.00*,Desktop,AM2 ,2.6,,2 ,2,65W,827,9332
AMD Athlon Dual Core 5400B,NA,Desktop,AM2 ,2.8,,2 ,2,65W,826,9692
AMD Sempron X2 180,$69.40*,,,2.4,,2 ,2,45W,826,8652
AMD Athlon 7550 Dual-Core,$14.95*,Desktop,AM2+ ,2.5,,2 ,2,95W,824,8942
Intel Atom x5-Z8300 @ 1.44GHz,$132.99*,,UTFCBGA592 ,1.4,1.8,4 ,4,4W,823,466
Intel Xeon 3050 @ 2.13GHz,$157.95*,Server,LGA775 ,2.1,,2 ,2,65W,822,474
Intel Xeon 3065 @ 2.33GHz,$20.90*,Server,LGA775 ,2.3,,2 ,2,65W,822,732
Intel Core2 Duo E8135 @ 2.40GHz,NA,,,2.4,,2 ,2,-1W,821,9852
AMD Phenom II P650 Dual-Core,$35.00*,Laptop,S1 ,2.6,,2 ,2,35W,821,8892
AMD Turion II P560 Dual-Core,NA,Laptop,S1 ,2.5,,2 ,2,25W,818,9312
AMD Athlon 64 X2 Dual Core 5200+,$60.00*,Desktop,AM2 ,2.7,,2 ,2,65W,817,9402
Intel Celeron P4500 @ 1.87GHz,NA,Laptop,PGA988A ,1.9,,2 ,2,35W,816,707
AMD A4-3330MX APU,NA,Laptop,FS1 uPGA ,2.2,2.6,2 ,2,45W,816,1021
AMD A4-4355M APU,NA,Laptop,FP2 ,1.9,2.4,2,2,17W,816,815
AMD Turion II Ultra Dual-Core Mobile M620,NA,Laptop,S1 ,2.5,,2 ,2,35W,814,9452
Intel Core2 Duo T7500 @ 2.20GHz,$42.99*,Laptop,BGA479 ,2.2,,2 ,2,35W,812,8642
AMD Turion II Dual-Core Mobile M500,NA,Laptop,S1 ,2.2,,2 ,2,35W,810,8812
Intel Celeron 2957U @ 1.40GHz,NA,Laptop,FCBGA1168 ,1.4,,2 ,2,15W,809,776
Intel Core2 Duo E6540 @ 2.33GHz,NA,Desktop,LGA775 ,2.3,,2 ,2,65W,808,9692
Intel Celeron E3400 @ 2.60GHz,$29.00*,Desktop,LGA775 ,2.6,,2 ,2,65W,808,9772
AMD A4-3305M APU,$20.81*,Laptop,FS1 ,1.9,2.5,2 ,2,35W,807,8932
AMD Opteron 1214 HE,NA,Server,AM2 ,2.2,,2 ,2,65W,806,8112
Intel Celeron E3300 @ 2.50GHz,$44.00*,Desktop,LGA775 ,2.5,,2 ,2,65W,805,1032
Intel Xeon E5503 @ 2.00GHz,$287.01*,Server,LGA1366 ,2.0,,2 ,2,80W,804,8452
AMD Athlon64 X2 Dual Core 4600+,NA,Desktop,AM2 ,2.4,,2 ,2,110W,803,755
Intel Core2 Duo E4700 @ 2.60GHz,$26.99*,Desktop,LGA775 ,2.6,,2 ,2,65W,803,9852
Intel Pentium T4300 @ 2.10GHz,$98.95*,Laptop,PGA478 ,2.1,,2 ,2,35W,802,8592
AMD Turion II P540 Dual-Core,$49.95*,Laptop,S1 ,2.4,,2 ,2,35W,801,8812
Intel Core2 Duo E6400 @ 2.13GHz,$19.89*,Desktop,LGA775 ,2.1,,2 ,2,65W,800,8512
AMD A6-4455M APU,NA,Laptop,FP2 ,2.1,2.6,2,2,17W,799,8072
Intel Celeron B830 @ 1.80GHz,$49.99*,Laptop,rPGA988B ,1.8,,2 ,2,35W,798,8432
AMD Athlon 64 X2 Dual Core 5800+,$29.95*,Desktop,,3.0,,2 ,2,89W,797,1008
AMD Athlon Dual Core 5200B,NA,Desktop,AM2 ,2.7,,2 ,2,65W,796,9532
AMD Athlon 5000 Dual-Core,$70.99*,Desktop,"AM2,AM2+ ",2.2,,2 ,2,65W,796,8532
Intel Atom Z3775D @ 1.49GHz,NA,Laptop,UTFCBGA1380 ,1.5,2.4,4 ,4,4.4W,794,646
AMD Turion II P520 Dual-Core,NA,Laptop,S1 ,2.3,,2 ,2,25W,790,8922
Intel Core2 Duo T7700 @ 2.40GHz,$49.95*,Laptop,BGA479 ,2.4,,2 ,2,35W,790,8672
Intel Core2 Duo P7370 @ 2.00GHz,NA,Laptop,PGA478 ,2.0,,2 ,2,25W,790,7932
Intel Pentium 997 @ 1.60GHz,NA,,BGA-1023 ,1.6,,2 ,2,17W,789,729
Intel Xeon 3040 @ 1.86GHz,$25.04*,Server,LGA775 ,1.9,,2 ,2,65W,789,474
AMD Athlon 7450 Dual-Core,NA,Desktop,AM2+ ,2.4,,2 ,2,95W,789,8532
Celeron Dual-Core T3500 @ 2.10GHz,NA,Laptop,PGA478 ,2.1,,2 ,2,35W,786,8702
Intel Core2 Duo E4600 @ 2.40GHz,$157.95*,Desktop,LGA775 ,2.4,,2 ,2,65W,778,9152
Intel Celeron B810 @ 1.60GHz,$79.95*,Laptop,PGA988B ,1.6,,2 ,2,35W,775,754
VIA QuadCore L4700 @ 1.2+ GHz,NA,Laptop,,1.2,1.5,4 ,4,27.5W,773,355
Intel Xeon 5130 @ 2.00GHz,$48.99*,Server,LGA771 ,2.0,,2 ,2,65W,769,766
Athlon Dual Core 4850e,NA,Desktop,AM2 ,2.5,,2 ,2,45W,769,8612
AMD Athlon II N350 Dual-Core,NA,,,2.4,,2 ,2,35W,767,9452
Intel Core2 Duo P7450 @ 2.13GHz,$39.99*,Laptop,PGA478 ,2.1,,2 ,2,25W,766,8432
AMD Opteron 280,$370.01,Server,940 ,2.4,,2 ,2,95W,765,430
Intel Xeon 5120 @ 1.86GHz,"$1,619.99",Server,LGA771 ,1.9,,2 ,2,65W,763,748
Intel Celeron B820 @ 1.70GHz,$29.29*,Laptop,PGA988B ,1.7,,2 ,2,35W,763,727
Intel Pentium T4400 @ 2.20GHz,NA,Laptop,PGA478 ,2.2,,2 ,2,35W,761,8652
AMD Opteron 270,$249.95,Server,940 ,2.0,,2 ,2,95W,761,411
AMD Athlon II P360 Dual-Core,$19.95,,S1g4 ,2.3,,2 ,2,25W,759,9262
AMD Athlon Dual Core 5050e,$60.00*,Desktop,AM2 ,2.6,,2 ,2,45W,759,9022
Intel Pentium T4200 @ 2.00GHz,$12.00*,Laptop,PGA478 ,2.0,,2 ,2,35W,758,8322
Intel Core2 Duo T7600 @ 2.33GHz,$99.95*,Laptop,"PBGA479, PPGA478 ",2.3,,2 ,2,34W,758,8432
Intel Celeron 1007U @ 1.50GHz,$184.99*,Laptop,FCBGA1023 ,1.5,,2 ,2,17W,757,726
Intel Core2 Duo T6600 @ 2.20GHz,$18.90*,Laptop,PGA478 ,2.2,,2 ,2,35W,755,8582
AMD GX-218GL SOC,NA,Laptop,BGA769 (FT3b) ,1.8,,2 ,2,15W,754,627
Intel Atom Z3775 @ 1.46GHz,$500.00*,Laptop,UTFCBGA1380 ,1.5,2.4,4 ,4,4W,753,539
Intel Core i5-470UM @ 1.33GHz,NA,Laptop,BGA1288 ,1.3,1.9,4 ,2,18W,752,404
Intel Core2 Duo T6670 @ 2.20GHz,NA,Laptop,PGA478 ,2.2,,2 ,2,35W,750,8812
Intel Celeron 1047UE @ 1.40GHz,NA,Desktop,FCBGA1023 ,1.4,,2 ,2,17W,748,526
Dual-Core AMD Opteron 1220 SE,NA,Server,AM2 ,2.8,,2 ,2,103W,748,9002
Intel Pentium E2200 @ 2.20GHz,$54.00*,Desktop,LGA775 ,2.2,,2 ,2,65W,746,8472
AMD Opteron 180,$119.95,Server,939 ,2.4,,2 ,2,110W,746,8742
Intel Celeron 2955U @ 1.40GHz,NA,Laptop,FCBGA1168 ,1.4,,2 ,2,15W,745,695
Intel Core2 Duo T7400 @ 2.16GHz,NA,Laptop,BGA479 ,2.2,,2 ,2,34W,743,8312
Intel Atom Z3770 @ 1.46GHz,$149.44*,Laptop,UTFCBGA1380 ,1.5,2.4,4 ,4,4W,743,544
AMD GX-217GA SOC,NA,Laptop,FT3 (769-BGA) ,1.7,,2 ,2,15W,743,564
Intel Pentium D 960 @ 3.60GHz,NA,Desktop,PLGA775 ,3.6,,2 ,2,130W,743,7752
Intel Core2 Duo E6420 @ 2.13GHz,$189.95*,Desktop,PLGA775 ,2.1,,2 ,2,65W,742,8192
Intel Pentium T4500 @ 2.30GHz,$29.95*,Laptop,PGA478 ,2.3,,2 ,2,35W,742,8962
AMD Turion 64 X2 Mobile TL-62,$29.00*,Laptop,S1 ,2.1,,2 ,2,35W,738,7582
AMD Athlon Dual Core 5600B,NA,Desktop,AM2+ ,2.9,,2 ,2,65W,737,1003
Athlon 64 Dual Core 3800+,NA,,,2.0,,2 ,2,35W,736,653
Intel Core2 Duo E4500 @ 2.20GHz,$71.25*,Desktop,LGA775 ,2.2,,2 ,2,65W,735,8272
AMD Athlon Dual Core 4850e,$39.00*,Desktop,AM2 ,2.5,,2 ,2,45W,735,8792
AMD Athlon 64 X2 Dual Core 4600+,$349.95,Desktop,AM2 ,2.4,,2 ,2,65W,734,8572
AMD Athlon 5200 Dual-Core,$87.71,Desktop,AM2 ,2.7,,2 ,2,75W,734,8822
AMD Opteron 1216,$54.85*,Server,AM2 ,2.4,,2 ,2,103W,734,719
Intel Core2 Duo T5870 @ 2.00GHz,NA,Laptop,"PPGA478, Socket  ",2.0,,2 ,2,35W,733,7802
Intel Celeron 2961Y @ 1.10GHz,NA,Laptop,,1.1,,2 ,2,11.5W,732,641
Intel Core2 Duo T8100 @ 2.10GHz,$999.99*,Laptop,BGA479 ,2.1,,2 ,2,35W,731,8592
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,$45.00*,Laptop,S1 ,2.3,,2 ,2,35W,730,8282
Intel Xeon 5150 @ 2.66GHz,$30.99*,Server,LGA771 ,2.7,,2 ,2,65W,728,9542
AMD Athlon Dual Core 4850B,NA,Desktop,AM2+ ,2.5,,2 ,2,45W,727,8872
AMD Opteron 1216 HE,NA,Server,AM2 ,2.4,,2 ,2,65W,727,8472
AMD E2-3000 APU,NA,Laptop,FT3 ,1.7,,2 ,2,15W,726,547
Intel Core2 Duo T7300 @ 2.00GHz,$44.95,Laptop,BGA479 ,2.0,,2 ,2,35W,723,7932
AMD Athlon 64 X2 Dual Core 5000+,$331.49*,Desktop,AM2 ,2.6,,2 ,2,65W,722,8462
Intel Celeron 887 @ 1.50GHz,NA,Laptop,BGA1023 ,1.5,,2 ,2,17W,722,689
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,$18.99*,Laptop,S1 ,2.3,,2 ,2,35W,720,7512
Intel Core2 Duo T7200 @ 2.00GHz,$59.00,Laptop,"PBGA479, PPGA478 ",2.0,,2 ,2,34W,717,7652
Intel Core2 Duo T6570 @ 2.10GHz,$38.50*,Laptop,PGA478 ,2.1,,2 ,2,35W,716,8522
Intel Atom x5-Z8330 @ 1.44GHz,NA,Laptop,,1.4,1.9,4 ,4,4W,713,470
Intel Celeron E1600 @ 2.40GHz,NA,Desktop,LGA775 ,2.4,,2 ,2,65W,712,8772
AMD Athlon 64 FX-60 Dual Core,NA,Desktop,939 ,2.6,,2 ,2,110W,709,9122
Intel Core i3-380UM @ 1.33GHz,NA,Laptop,BGA1288 ,1.3,,4 ,2,18W,708,545
AMD Turion X2 Dual-Core Mobile RM-75,NA,Laptop,S1 ,2.2,,2 ,2,35W,708,7702
Intel Core2 Duo T7250 @ 2.00GHz,$201.48*,Laptop,BGA479 ,2.0,,2 ,2,35W,708,7822
Intel Core2 Duo T6400 @ 2.00GHz,$14.99*,Laptop,PGA478 ,2.0,,2 ,2,35W,705,8012
Intel Core2 Duo T5850 @ 2.16GHz,$15.90*,Laptop,Socket P ,2.2,,2 ,2,,705,7972
AMD Turion II Neo N54L Dual-Core,NA,Laptop,BGA812 ,2.2,,2 ,2,25W,704,7882
Intel Atom E3840 @ 1.91GHz,NA,,,1.9,,4 ,4,,704,477
AMD Athlon 64 X2 Dual Core 4800+,$149.95,Desktop,AM2 ,2.5,,2 ,2,65W,704,8792
Intel Core2 Duo T6500 @ 2.10GHz,$14.99*,Laptop,PGA478 ,2.1,,2 ,2,35W,703,8382
Intel Pentium E2210 @ 2.20GHz,NA,Desktop,LGA775 ,2.2,,2 ,2,65W,702,9462
AMD Athlon II Dual-Core M320,$30.00*,,,2.1,,2 ,2,35W,702,8442
Intel Celeron P4600 @ 2.00GHz,NA,Laptop,PGA988A ,2.0,,2 ,2,35W,700,675
AMD Turion II Dual-Core Mobile M520,$69.10*,Laptop,S1 ,2.3,,2 ,2,35W,697,8662
AMD Opteron 1214,$54.99*,Server,AM2 ,2.2,,2 ,2,103W,696,8302
AMD Opteron 185,NA,Server,939 ,2.6,,2 ,2,110W,695,8842
Intel Core2 Duo P7350 @ 2.00GHz,$19.99*,Laptop,BGA479 ,2.0,,2 ,2,25W,694,7542
AMD Turion 64 X2 Mobile TL-64,$39.39*,Laptop,S1 ,2.2,,2 ,2,35W,692,7702
